ticket_id,created_date,created_timestamp,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,channel_raw,is_self_serve,product_area,customer_segment,resolution_outcome,resolved_by_automation,first_response_time_minutes,time_to_resolution_minutes,agent_id,cost_per_ticket_usd,csat_responded,customer_satisfaction_rating,reopened,country,device_type
TCK129112,2025-08-23,2025-08-23T05:04:00,Billing Inquiry,Unexpected charge on invoice,Customer noticed an unexpected charge on their most recent invoice and wants clarification.,Closed,Charge was explained as a prorated upgrade fee; customer acknowledged and closed.,Medium,Chatbot,self_serve_bot,True,billing,paid_basic,resolved_bot,True,1.41,12.24,,0.27,False,,False,AU,Desktop
TCK140971,2025-08-23,2025-08-23T15:02:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Pending Customer Response,,Medium,Chatbot,self_serve_bot,True,technical_issue,free,escalated_to_agent,False,0.26,,AG1035,4.25,False,,False,DE,Mobile
TCK145620,2025-08-23,2025-08-23T21:25:00,Returns/Refunds,Return window question,Customer is asking whether their item still qualifies for return.,Closed,Confirmed item is within return window and proceeded with return.,High,Chat,live_chat_agent,False,returns_refunds,paid_basic,resolved_agent,False,5.41,41.25,AG1153,3.61,True,4.0,False,DE,Mobile
TCK121350,2025-08-23,2025-08-23T11:26:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Pending Customer Response,,Low,Email,email,False,technical_issue,paid_basic,unresolved,False,88.78,,AG1103,3.81,False,,False,DE,Mobile
TCK136803,2025-08-23,2025-08-23T12:18:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,Low,Chatbot,self_serve_bot,True,technical_issue,enterprise,resolved_bot,True,0.26,1.16,,0.4,True,4.0,False,CA,Mobile
TCK147852,2025-08-25,2025-08-25T08:36:00,Billing Inquiry,Request to downgrade subscription plan,Customer wants to downgrade their current subscription plan to a lower tier.,Closed,Subscription downgraded effective next billing cycle as requested.,Low,Chatbot,self_serve_bot,True,billing,free,resolved_bot,True,1.26,4.28,,0.14,False,,False,DE,Mobile
TCK109758,2025-08-26,2025-08-26T19:53:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Chat,live_chat_agent,False,technical_issue,paid_basic,resolved_agent,False,1.53,126.85,AG1005,3.56,False,,False,FR,Mobile
TCK134165,2025-08-27,2025-08-27T06:31:00,Shipping Issue,Order stuck in customs,Customer's international order appears stuck in customs clearance.,Closed,Customs documentation resent to expedite clearance.,Medium,Email,email,False,shipping,paid_basic,resolved_agent,False,215.02,218.56,AG1025,6.01,False,,False,BR,Desktop
TCK132203,2025-08-27,2025-08-27T18:52:00,Shipping Issue,Wrong item delivered,Customer received an item different from what they ordered.,Closed,Correct item shipped and return label provided for the wrong item.,Low,Chat,live_chat_agent,False,shipping,free,resolved_agent,False,2.46,64.01,AG1039,4.21,True,4.0,False,CA,Desktop
TCK109801,2025-08-27,2025-08-27T19:51:00,Shipping Issue,Tracking number not updating,Customer's tracking number has not updated in several days.,Pending Customer Response,,High,Phone,phone,False,shipping,free,reopened_case,False,1.58,,AG1122,8.56,False,,False,AU,Tablet
TCK138385,2025-08-28,2025-08-28T13:27:00,General Inquiry,Asking about loyalty program,Customer is asking about eligibility for the loyalty/rewards program.,Closed,Explained loyalty program eligibility and enrollment steps.,Medium,Community Forum,community_forum,True,general_inquiry,free,resolved_bot,True,368.99,369.24,,0.43,False,,False,IN,Mobile
TCK108230,2025-08-29,2025-08-29T17:28:00,Returns/Refunds,Return window question,Customer is asking whether their item still qualifies for return.,Closed,Confirmed item is within return window and proceeded with return.,High,Chatbot,self_serve_bot,True,returns_refunds,free,resolved_bot,True,0.75,2.07,,0.18,False,,False,IN,Desktop
TCK121235,2025-08-29,2025-08-29T05:04:00,Billing Inquiry,Request to downgrade subscription plan,Customer wants to downgrade their current subscription plan to a lower tier.,Closed,Subscription downgraded effective next billing cycle as requested.,High,Email,email,False,billing,free,resolved_agent,False,165.44,206.68,AG1074,7.56,True,5.0,False,DE,Mobile
TCK116957,2025-08-29,2025-08-29T14:57:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Low,Chat,live_chat_agent,False,technical_issue,paid_premium,resolved_agent,False,5.54,20.67,AG1172,6.49,True,1.0,False,IN,Mobile
TCK122319,2025-08-30,2025-08-30T21:37:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Chat,live_chat_agent,False,account_access,paid_basic,resolved_agent,False,3.5,9.65,AG1168,4.17,True,2.0,False,AU,Tablet
TCK123463,2025-08-30,2025-08-30T03:18:00,General Inquiry,Asking about loyalty program,Customer is asking about eligibility for the loyalty/rewards program.,Closed,Explained loyalty program eligibility and enrollment steps.,Critical,Chat,live_chat_agent,False,general_inquiry,paid_premium,resolved_agent,False,1.53,22.84,AG1098,3.76,False,,False,DE,Tablet
TCK115908,2025-08-30,2025-08-30T02:58:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Medium,Chat,live_chat_agent,False,technical_issue,enterprise,resolved_agent,False,4.34,19.46,AG1073,6.91,True,2.0,False,US,Mobile
TCK120834,2025-09-01,2025-09-01T07:14:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Pending Customer Response,,Medium,Community Forum,community_forum,True,account_access,free,unresolved,False,242.21,,AG1014,0.47,False,,False,DE,Tablet
TCK118183,2025-09-01,2025-09-01T06:29:00,Returns/Refunds,Item return rejected by warehouse,Customer's returned item was rejected by the warehouse for unclear reasons.,Closed,Item re-inspected and refund approved after warehouse review.,Medium,Phone,phone,False,returns_refunds,paid_premium,resolved_agent,False,4.47,93.15,AG1102,11.07,False,,False,DE,Tablet
TCK136086,2025-09-03,2025-09-03T08:46:00,General Inquiry,Question about account settings,Customer has a general question about managing their account settings.,Closed,Walked customer through account settings and confirmed resolution.,Medium,Chatbot,self_serve_bot,True,general_inquiry,paid_premium,resolved_bot,True,0.65,4.13,,0.29,True,5.0,False,US,Mobile
TCK112083,2025-09-03,2025-09-03T13:53:00,Billing Inquiry,Discrepancy in billed amount,Customer believes the amount billed does not match their selected plan.,Open,,Medium,Email,email,False,billing,enterprise,unresolved,False,98.88,,AG1169,17.65,False,,False,AU,Mobile
TCK136170,2025-09-03,2025-09-03T22:34:00,Returns/Refunds,Return label not received,Customer has not received the return shipping label they requested.,Closed,Return label resent and delivery confirmed via tracking.,Medium,Chatbot,self_serve_bot,True,returns_refunds,enterprise,resolved_bot,True,1.42,1.68,,0.36,False,,False,DE,Desktop
TCK118627,2025-09-03,2025-09-03T09:23:00,General Inquiry,How to contact support faster,Customer is asking the best way to reach support for faster help.,Closed,Shared fastest support contact channels and expected response times.,Low,Chatbot,self_serve_bot,True,general_inquiry,paid_premium,resolved_bot,True,0.3,1.01,,0.42,False,,False,IN,Desktop
TCK136345,2025-09-04,2025-09-04T10:47:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Closed,Freezing issue resolved with the latest mobile app patch update.,Low,Phone,phone,False,account_access,paid_basic,resolved_agent,False,6.74,92.34,AG1118,12.29,False,,False,FR,Mobile
TCK123859,2025-09-04,2025-09-04T06:06:00,Shipping Issue,Wrong item delivered,Customer received an item different from what they ordered.,Closed,Correct item shipped and return label provided for the wrong item.,Low,Chatbot,self_serve_bot,True,shipping,paid_basic,resolved_bot,True,2.08,3.74,,0.36,True,5.0,False,AU,Desktop
TCK112635,2025-09-05,2025-09-05T22:42:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Closed,Freezing issue resolved with the latest mobile app patch update.,Medium,Community Forum,community_forum,True,technical_issue,paid_premium,resolved_bot,True,116.83,121.1,,0.44,True,5.0,False,AU,Desktop
TCK149709,2025-09-06,2025-09-06T16:49:00,General Inquiry,Asking about loyalty program,Customer is asking about eligibility for the loyalty/rewards program.,Closed,Explained loyalty program eligibility and enrollment steps.,Low,Chatbot,self_serve_bot,True,general_inquiry,paid_premium,resolved_bot,True,0.57,0.94,,0.07,True,5.0,False,AU,Mobile
TCK127995,2025-09-06,2025-09-06T08:59:00,Billing Inquiry,Unable to update payment method,Customer is unable to update their credit card details on the billing page.,Closed,Payment method updated successfully after clearing a stale card record.,Medium,Chat,live_chat_agent,False,billing,paid_basic,resolved_agent,False,2.79,73.73,AG1042,5.13,True,2.0,False,UK,Mobile
TCK123111,2025-09-06,2025-09-06T17:03:00,Shipping Issue,Missing item from order,Customer's order arrived with one or more items missing.,Closed,Missing item shipped separately at no additional cost.,Medium,Chatbot,self_serve_bot,True,shipping,paid_premium,resolved_bot,True,2.14,6.05,,0.25,True,5.0,False,BR,Mobile
TCK114492,2025-09-07,2025-09-07T07:23:00,Returns/Refunds,Return window question,Customer is asking whether their item still qualifies for return.,Closed,Confirmed item is within return window and proceeded with return.,High,Chat,live_chat_agent,False,returns_refunds,paid_premium,resolved_agent,False,1.72,18.87,AG1049,5.81,False,,False,UK,Mobile
TCK149936,2025-09-07,2025-09-07T22:32:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Critical,Community Forum,community_forum,True,account_access,paid_basic,resolved_bot,True,52.11,52.48,,0.47,True,1.0,False,US,Desktop
TCK109058,2025-09-08,2025-09-08T18:01:00,Billing Inquiry,Question about subscription renewal,Customer is asking when their subscription will renew and at what price.,Closed,Provided renewal date and pricing details; customer confirmed satisfaction.,High,Chatbot,self_serve_bot,True,billing,paid_basic,resolved_bot,True,0.28,3.53,,0.36,False,,False,FR,Desktop
TCK142206,2025-09-08,2025-09-08T21:44:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Medium,Chat,live_chat_agent,False,account_access,paid_basic,resolved_agent,False,0.67,112.41,AG1131,4.38,False,,False,CA,Mobile
TCK119312,2025-09-08,2025-09-08T05:56:00,Billing Inquiry,Discrepancy in billed amount,Customer believes the amount billed does not match their selected plan.,Closed,Billing discrepancy traced to a plan change mid-cycle; prorated correctly and explained.,High,Email,email,False,billing,paid_basic,resolved_agent,False,53.09,121.1,AG1128,6.94,True,4.0,False,US,Desktop
TCK118619,2025-09-08,2025-09-08T15:42:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Pending Customer Response,,Critical,Community Forum,community_forum,True,technical_issue,paid_basic,unresolved,False,74.33,,AG1150,0.42,False,,False,FR,Mobile
TCK144734,2025-09-09,2025-09-09T21:09:00,Returns/Refunds,Restocking fee dispute,Customer is disputing a restocking fee applied to their return.,Closed,Restocking fee waived as a one-time courtesy.,Medium,Chat,live_chat_agent,False,returns_refunds,paid_premium,resolved_agent,False,2.8,4.46,AG1175,4.74,True,4.0,False,DE,Mobile
TCK145055,2025-09-09,2025-09-09T16:11:00,Shipping Issue,Order stuck in customs,Customer's international order appears stuck in customs clearance.,Open,,Low,Community Forum,community_forum,True,shipping,free,unresolved,False,96.56,,AG1198,0.32,False,,False,IN,Desktop
TCK100879,2025-09-09,2025-09-09T01:56:00,Billing Inquiry,Question about subscription renewal,Customer is asking when their subscription will renew and at what price.,Closed,Provided renewal date and pricing details; customer confirmed satisfaction.,Low,Chatbot,self_serve_bot,True,billing,paid_premium,resolved_bot,True,0.31,5.37,,0.23,False,,False,FR,Mobile
TCK122062,2025-09-10,2025-09-10T02:37:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,High,Email,email,False,billing,paid_basic,resolved_agent,False,769.59,799.44,AG1088,5.9,True,4.0,False,FR,Tablet
TCK131755,2025-09-10,2025-09-10T21:57:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Open,,Low,Phone,phone,False,technical_issue,enterprise,unresolved,False,11.99,,AG1181,31.91,False,,False,AU,Desktop
TCK132207,2025-09-10,2025-09-10T18:36:00,Returns/Refunds,Requesting return for unwanted item,Customer wants to return an item they no longer want.,Closed,Return approved and shipping label sent to customer's email.,Medium,Phone,phone,False,returns_refunds,free,resolved_agent,False,2.67,104.1,AG1175,6.96,True,3.0,False,UK,Desktop
TCK138536,2025-09-11,2025-09-11T16:04:00,General Inquiry,Asking about loyalty program,Customer is asking about eligibility for the loyalty/rewards program.,Closed,Explained loyalty program eligibility and enrollment steps.,Low,Chat,live_chat_agent,False,general_inquiry,paid_basic,resolved_agent,False,1.74,34.44,AG1001,5.05,True,3.0,False,FR,Mobile
TCK102741,2025-09-11,2025-09-11T10:42:00,Shipping Issue,Missing item from order,Customer's order arrived with one or more items missing.,Closed,Missing item shipped separately at no additional cost.,Medium,Chatbot,self_serve_bot,True,shipping,paid_premium,resolved_bot,True,1.45,3.73,,0.13,True,5.0,False,UK,Desktop
TCK130646,2025-09-12,2025-09-12T07:49:00,Returns/Refunds,Return label not received,Customer has not received the return shipping label they requested.,Pending Customer Response,,Low,Chatbot,self_serve_bot,True,returns_refunds,paid_basic,unresolved,False,0.28,,AG1040,0.12,False,,True,US,Mobile
TCK145637,2025-09-12,2025-09-12T06:05:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Closed,Freezing issue resolved with the latest mobile app patch update.,Medium,Email,email,False,technical_issue,paid_premium,resolved_agent,False,68.83,111.28,AG1069,7.98,False,,False,US,Tablet
TCK122476,2025-09-13,2025-09-13T15:44:00,General Inquiry,How to contact support faster,Customer is asking the best way to reach support for faster help.,Closed,Shared fastest support contact channels and expected response times.,High,Phone,phone,False,general_inquiry,paid_basic,resolved_agent,False,2.1,38.91,AG1100,8.91,True,5.0,False,US,Mobile
TCK146734,2025-09-14,2025-09-14T22:56:00,Returns/Refunds,Refund amount lower than expected,Customer noticed their refund amount was lower than the original purchase price.,Open,,Medium,Chatbot,self_serve_bot,True,returns_refunds,free,escalated_to_agent,False,0.7,,AG1063,4.71,False,,False,CA,Desktop
TCK136672,2025-09-15,2025-09-15T06:36:00,Technical Issue,Integration with third-party tool failing,Customer cannot connect their account to a third-party integration tool.,Closed,Reconnected the integration using updated API credentials.,High,Email,email,False,account_access,free,resolved_agent,False,190.64,217.67,AG1185,5.38,False,,False,FR,Desktop
TCK134007,2025-09-16,2025-09-16T23:08:00,General Inquiry,Question about data privacy,Customer has questions regarding how their data is used and stored.,Closed,Shared privacy policy details and answered customer's specific questions.,Low,Email,email,False,general_inquiry,paid_basic,resolved_agent,False,345.96,369.17,AG1085,3.94,True,2.0,False,BR,Desktop
TCK107180,2025-09-16,2025-09-16T07:12:00,Billing Inquiry,Request to downgrade subscription plan,Customer wants to downgrade their current subscription plan to a lower tier.,Closed,Subscription downgraded effective next billing cycle as requested.,High,Email,email,False,billing,paid_premium,resolved_agent,False,12.91,56.16,AG1094,4.67,True,4.0,False,AU,Desktop
TCK125480,2025-09-16,2025-09-16T21:59:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Low,Chatbot,self_serve_bot,True,technical_issue,paid_basic,resolved_bot,True,0.5,0.76,,0.14,False,,False,AU,Tablet
TCK104772,2025-09-16,2025-09-16T21:19:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Medium,Community Forum,community_forum,True,technical_issue,paid_basic,resolved_bot,True,87.61,88.94,,0.32,True,4.0,False,DE,Mobile
TCK138242,2025-09-16,2025-09-16T14:17:00,Shipping Issue,Package marked delivered but not received,Customer's tracking shows delivered status but they have not received the package.,Closed,Replacement shipped after confirming non-delivery with carrier.,Medium,Chatbot,self_serve_bot,True,shipping,paid_basic,resolved_bot,True,0.16,0.78,,0.07,False,,False,CA,Mobile
TCK101390,2025-09-17,2025-09-17T16:52:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Closed,"Backend service was restarted, resolving the server error.",Medium,Email,email,False,technical_issue,paid_premium,resolved_agent,False,34.44,109.84,AG1173,7.99,False,,False,BR,Mobile
TCK144514,2025-09-18,2025-09-18T11:23:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Closed,"Backend service was restarted, resolving the server error.",Low,Chatbot,self_serve_bot,True,account_access,paid_basic,abandoned,False,0.14,93.2,,0.19,False,,False,UK,Mobile
TCK142745,2025-09-18,2025-09-18T10:21:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Low,Chat,live_chat_agent,False,account_access,paid_premium,resolved_agent,False,2.45,99.84,AG1180,7.14,True,4.0,False,DE,Desktop
TCK112969,2025-09-18,2025-09-18T05:51:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,High,Chat,live_chat_agent,False,account_access,free,resolved_agent,False,1.57,12.1,AG1096,2.97,False,,False,US,Mobile
TCK143239,2025-09-18,2025-09-18T23:56:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,Medium,Chatbot,self_serve_bot,True,technical_issue,paid_premium,resolved_bot,True,0.69,2.25,,0.33,False,,False,AU,Tablet
TCK115922,2025-09-18,2025-09-18T11:44:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,Low,Community Forum,community_forum,True,technical_issue,free,resolved_bot,True,129.54,129.63,,0.32,False,,False,CA,Tablet
TCK113154,2025-09-20,2025-09-20T22:57:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Pending Customer Response,,Low,Chatbot,self_serve_bot,True,technical_issue,paid_premium,escalated_to_agent,False,0.51,,AG1057,4.39,False,,False,CA,Tablet
TCK114462,2025-09-21,2025-09-21T14:35:00,Shipping Issue,Damaged item received,Customer received their order but the item arrived damaged.,Closed,Replacement item shipped at no cost due to damage in transit.,Low,Chat,live_chat_agent,False,shipping,free,resolved_agent,False,0.82,21.17,AG1111,4.22,True,3.0,False,DE,Desktop
TCK112465,2025-09-22,2025-09-22T08:10:00,Shipping Issue,Damaged item received,Customer received their order but the item arrived damaged.,Closed,Replacement item shipped at no cost due to damage in transit.,High,Email,email,False,shipping,free,resolved_agent,False,12.82,53.48,AG1055,6.13,False,,False,DE,Mobile
TCK142028,2025-09-23,2025-09-23T10:18:00,Shipping Issue,Shipping address needs correction,Customer needs to correct the shipping address before dispatch.,Closed,Shipping address updated successfully before order dispatch.,Low,Community Forum,community_forum,True,shipping,paid_premium,resolved_bot,True,234.31,236.05,,0.15,True,4.0,False,BR,Desktop
TCK113661,2025-09-24,2025-09-24T04:10:00,General Inquiry,Question about account settings,Customer has a general question about managing their account settings.,Closed,Walked customer through account settings and confirmed resolution.,High,Chat,live_chat_agent,False,general_inquiry,paid_basic,resolved_agent,False,3.69,55.02,AG1092,3.91,False,,True,IN,Mobile
TCK147062,2025-09-24,2025-09-24T10:55:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,High,Chatbot,self_serve_bot,True,billing,paid_basic,resolved_bot,True,1.04,1.04,,0.15,False,,False,IN,Desktop
TCK129644,2025-09-24,2025-09-24T07:03:00,General Inquiry,Asking about loyalty program,Customer is asking about eligibility for the loyalty/rewards program.,Closed,Explained loyalty program eligibility and enrollment steps.,Low,Email,email,False,general_inquiry,paid_basic,resolved_agent,False,478.72,540.06,AG1080,5.99,True,1.0,False,US,Mobile
TCK144211,2025-09-24,2025-09-24T15:08:00,Billing Inquiry,Unexpected charge on invoice,Customer noticed an unexpected charge on their most recent invoice and wants clarification.,Pending Customer Response,,Low,Community Forum,community_forum,True,billing,free,escalated_to_agent,False,110.33,,AG1143,5.14,False,,False,US,Mobile
TCK106656,2025-09-25,2025-09-25T12:44:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Medium,Community Forum,community_forum,True,account_access,free,resolved_bot,True,60.92,61.91,,0.5,True,4.0,False,UK,Mobile
TCK115387,2025-09-25,2025-09-25T03:14:00,Returns/Refunds,Exchange request for wrong size,Customer wants to exchange an item for a different size.,Closed,Exchange processed and correct size shipped at no extra cost.,Low,Community Forum,community_forum,True,returns_refunds,paid_premium,resolved_bot,True,101.33,103.9,,0.22,False,,False,FR,Desktop
TCK104246,2025-09-25,2025-09-25T12:10:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Pending Customer Response,,Low,Email,email,False,technical_issue,paid_basic,reopened_case,False,49.34,,AG1190,5.58,False,,False,UK,Mobile
TCK115769,2025-09-25,2025-09-25T10:30:00,General Inquiry,General feedback about service,Customer is providing general feedback about their experience.,Closed,Thanked customer for feedback and logged it for the product team.,High,Email,email,False,general_inquiry,paid_premium,resolved_agent,False,283.01,325.31,AG1170,5.79,False,,False,AU,Desktop
TCK121911,2025-09-26,2025-09-26T09:10:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Pending Customer Response,,High,Community Forum,community_forum,True,billing,paid_premium,escalated_to_agent,False,118.1,,AG1068,2.82,False,,True,BR,Mobile
TCK123298,2025-09-26,2025-09-26T06:13:00,General Inquiry,How to close account,Customer wants to know the steps to close their account.,Pending Customer Response,,High,Chat,live_chat_agent,False,general_inquiry,paid_basic,unresolved,False,0.84,,AG1038,4.14,False,,True,FR,Desktop
TCK136958,2025-09-26,2025-09-26T23:35:00,Shipping Issue,Order stuck in customs,Customer's international order appears stuck in customs clearance.,Closed,Customs documentation resent to expedite clearance.,Low,Chat,live_chat_agent,False,shipping,free,resolved_agent,False,0.61,13.68,AG1012,3.15,False,,False,CA,Desktop
TCK130877,2025-09-26,2025-09-26T02:28:00,Billing Inquiry,Refund request for duplicate charge,Customer was charged twice for the same billing cycle and is requesting a refund.,Pending Customer Response,,Low,Community Forum,community_forum,True,billing,paid_basic,unresolved,False,205.56,,AG1114,0.2,False,,False,AU,Mobile
TCK100708,2025-09-27,2025-09-27T11:20:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Closed,"Backend service was restarted, resolving the server error.",Low,Chatbot,self_serve_bot,True,account_access,paid_basic,resolved_bot,True,1.06,6.05,,0.24,True,5.0,False,UK,Tablet
TCK109661,2025-09-27,2025-09-27T03:25:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Low,Community Forum,community_forum,True,account_access,paid_basic,resolved_bot,True,11.3,13.14,,0.49,False,,False,BR,Mobile
TCK119698,2025-09-27,2025-09-27T04:56:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Low,Community Forum,community_forum,True,technical_issue,free,resolved_bot,True,43.43,47.09,,0.17,False,,False,CA,Desktop
TCK137622,2025-09-28,2025-09-28T10:19:00,Returns/Refunds,Return label not received,Customer has not received the return shipping label they requested.,Closed,Return label resent and delivery confirmed via tracking.,Medium,Chatbot,self_serve_bot,True,returns_refunds,paid_basic,resolved_bot,True,0.49,0.52,,0.23,False,,False,US,Desktop
TCK103104,2025-09-29,2025-09-29T09:08:00,Returns/Refunds,Requesting return for unwanted item,Customer wants to return an item they no longer want.,Closed,Return approved and shipping label sent to customer's email.,Low,Chatbot,self_serve_bot,True,returns_refunds,paid_premium,resolved_bot,True,0.72,2.09,,0.24,False,,False,DE,Mobile
TCK129600,2025-09-30,2025-09-30T21:16:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Open,,Medium,Community Forum,community_forum,True,technical_issue,paid_basic,unresolved,False,26.84,,AG1115,0.44,False,,False,US,Mobile
TCK133981,2025-10-01,2025-10-01T04:04:00,Returns/Refunds,Refund not yet processed,Customer returned an item weeks ago but has not received their refund.,Closed,Refund was located and processing delay was resolved; refund issued.,Low,Chatbot,self_serve_bot,True,returns_refunds,paid_premium,resolved_bot,True,0.71,3.03,,0.18,True,5.0,False,IN,Mobile
TCK101812,2025-10-02,2025-10-02T00:49:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Open,,High,Chatbot,self_serve_bot,True,technical_issue,paid_basic,escalated_to_agent,False,0.21,,AG1044,3.38,False,,False,IN,Mobile
TCK136260,2025-10-02,2025-10-02T03:47:00,Shipping Issue,Damaged item received,Customer received their order but the item arrived damaged.,Closed,Replacement item shipped at no cost due to damage in transit.,Medium,Chat,live_chat_agent,False,shipping,paid_premium,resolved_agent,False,1.92,69.19,AG1103,6.34,False,,False,UK,Mobile
TCK130092,2025-10-03,2025-10-03T19:25:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,Medium,Phone,phone,False,account_access,paid_basic,resolved_agent,False,3.6,34.52,AG1177,9.26,False,,False,IN,Mobile
TCK101118,2025-10-03,2025-10-03T05:17:00,Shipping Issue,Package marked delivered but not received,Customer's tracking shows delivered status but they have not received the package.,Pending Customer Response,,Medium,Email,email,False,shipping,paid_premium,reopened_case,False,156.8,,AG1113,4.18,False,,False,IN,Mobile
TCK115757,2025-10-03,2025-10-03T04:26:00,Returns/Refunds,Requesting return for unwanted item,Customer wants to return an item they no longer want.,Closed,Return approved and shipping label sent to customer's email.,Medium,Chat,live_chat_agent,False,returns_refunds,paid_premium,resolved_agent,False,2.15,4.97,AG1074,4.69,True,4.0,False,UK,Mobile
TCK129561,2025-10-03,2025-10-03T15:02:00,General Inquiry,General navigation help,Customer needs general help navigating the website or app.,Pending Customer Response,,High,Community Forum,community_forum,True,general_inquiry,paid_premium,escalated_to_agent,False,29.06,,AG1040,6.21,False,,False,DE,Desktop
TCK143106,2025-10-05,2025-10-05T09:46:00,Billing Inquiry,Question about subscription renewal,Customer is asking when their subscription will renew and at what price.,Closed,Provided renewal date and pricing details; customer confirmed satisfaction.,Medium,Chatbot,self_serve_bot,True,billing,free,resolved_bot,True,0.18,0.47,,0.23,False,,False,UK,Mobile
TCK113519,2025-10-05,2025-10-05T09:35:00,Shipping Issue,Wrong item delivered,Customer received an item different from what they ordered.,Closed,Correct item shipped and return label provided for the wrong item.,Low,Community Forum,community_forum,True,shipping,free,resolved_bot,True,19.37,20.38,,0.18,False,,False,DE,Mobile
TCK110075,2025-10-07,2025-10-07T23:37:00,Returns/Refunds,Refund amount lower than expected,Customer noticed their refund amount was lower than the original purchase price.,Closed,Refund discrepancy traced to a partial restocking fee; explained to customer.,Low,Community Forum,community_forum,True,returns_refunds,free,resolved_bot,True,19.6,24.56,,0.18,False,,False,IN,Mobile
TCK149750,2025-10-07,2025-10-07T16:34:00,Billing Inquiry,Unable to update payment method,Customer is unable to update their credit card details on the billing page.,Closed,Payment method updated successfully after clearing a stale card record.,High,Chatbot,self_serve_bot,True,billing,free,abandoned,False,0.47,17.83,,0.28,True,1.0,False,IN,Desktop
